"Zona";"Subzona";"Tipo";"Dirección";"Precio (€)";"m² construidos";"m² útiles";"Habitaciones";"Baños";"Planta";"Exterior/Interior";"Ascensor";"Estado";"Año construcción";"Calefacción";"Aire acondicionado";"Garaje";"Trastero";"Terraza";"Piscina";"Jardín";"Certificación energética";"Descripción";"Link";"Coche lunes 8am (min)";"Coche domingo 9am (min)";"Distancia coche (km)";"Bus lunes 8am (min)";"Bus domingo 9am (min)";"A pie (min)"
"Madrid";"Moratalaz";"Piso";"Calle de la Cañada";"290000";"60";"";"2";"1";"Planta 1ª exterior con ascensor";"Exterior";"Sí";"Buen estado";"?";"Calefacción individual";"";"Sí";"";"";"";"";"A";"OPORTUNIDAD DE INVERSIÓN EN EXCELENTE ZONA – SE VENDE CON INQUILINO- JUNTO AL METRO ARTILLEROS |  | Se vende fantástico piso de 60 m², totalmente reformado con excelentes calidades. Originalmente de tres dormitorios, actualmente cuenta con dos dormitorios, lo que ha permitido ampliar y disfrutar de un salón espacioso y muy luminoso. |  | Dispone de una cocina equipada, un baño moderno con plato de ducha y una distribución cómoda y funcional. |  |  Incluye plaza de garaje en el precio (concesión vigente hasta el 18/05/2037). |  Inquilino con contrato de alquiler en vigor hasta 2029, generando una renta mensual de 950 €. |  | Rodeado de todos los servicios, como ser centro de salud, colegios, comercios, zonas verdes y recreativas.";"https://www.idealista.com/inmueble/108597552/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle del Corregidor Juan Francisco de Luján";"305000";"62";"58";"2";"1";"Bajo exterior sin ascensor";"Exterior";"No";"A reformar";"1962";"Calefacción individual: Eléctrica";"Sí";"";"";"";"";"Sí";"";"Casa XXI te presenta este encantador piso a reformar en Moratalaz, con 62 m² construidos y 58 m² útiles, este inmueble cuenta con 1 habitación grande (ya que juntaron las 2 habitaciones que tenia el piso) y ofrece la opción de reconvertirse en 2 habitaciones, perfecta para adaptarse a tus necesidades. Los suelos de parquet y las ventanas de aluminio. |  | Mucha luz natural. |  | Terraza ganada al salón, además dispone de un patio privado de 70 m², ideal para relajarse o celebrar reuniones con amigos y familiares. La ubicación es inmejorable, rodeada de todos los servicios necesarios: comercios, colegios, centros de salud, culturales y más.  |  | La comunicación es excelente gracias a la cercanía del transporte público, incluyendo metro y autobuses, lo que facilita el acceso a cualquier punto de la ciudad. Asimismo, tendrás fácil acceso a la M-30 y A-3, haciendo de este lugar un punto estratégico para moverte por Madrid.  |  | El piso necesita reformas, lo que te brinda la oportunidad de personalizarlo a tu gusto. Con calefacción eléctrica y aire acondicionado.  |  | No pierdas la oportunidad de visitar este inmueble. ¡Tu nuevo hogar te espera!";"https://www.idealista.com/inmueble/108791094/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle Corregidor Rodrigo Rodríguez";"235000";"58";"49";"3";"1";"Entreplanta exterior con ascensor";"Exterior";"Sí";"Buen estado";"1959";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"En trámite";"DISPONIBLE NUEVAMENTE | Inmobiliaria VOhome Moratalaz, situados en Avenida Moratalaz Nº92 VENDE piso en zona de Media Legua. |  | 91_032_73_67 Somos especialistas en cambios de vivienda, consúltanos como hacemos el proceso, totalmente diferente y ajustado a las necesidades de cada cliente! |  | Vivienda de 58 m² compuesta por 3 dormitorios, entrada, salón con terraza cubierta, cocina y baño completo. |  | La vivienda cuenta con suelos de tarima, paredes de gotelé, puertas blancas y ventanas de aluminio. Calefacción de gas natural con Radiadores en todas las estancias. |  | Se encuentra ubicada en una finca con ascensor. |  | La zona dispone de varios parques infantiles alrededor de la vivienda, zonas para realizar deporte, farmacia, centro de salud Arroyo de la Media Legua, supermercados como Alcampo y Mercadona. |  | Para la educación de sus hijos tenemos el CEIP Francisco de Luis, Colegio Siglo XXI, IES Carlos III, entre otros tantos que se encuentran cercanos a la vivienda. |  | Es una zona de fácil aparcamiento para su vehículo de transporte privado, pero si nos referimos a servicios de transporte públicos tenemos las estaciones de metro Estrella (línea 9) a 7 minutos andando. |  | Horario de oficina de Lunes a Viernes de 10:00 a 14:00 y de 16.30 a 20.30h. | Sábados de 10:00 a 14:00 horas. |  | Contamos con departamento financiero para poder brindarle un servicio completo. |  | Además somos especialistas en realizar cambios de vivienda, por si en su caso necesita vender para comprar, disponemos de 20 oficinas en la comunidad de Madrid y podemos asesorarle sin compromiso de como se realiza el proceso, gastos, mudanza, etc.. . |  | *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera).";"https://www.idealista.com/inmueble/109328047/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Dúplex";"Calle de Félix Rodríguez de la Fuente";"295000";"124";"";"3";"2";"Planta 2ª exterior sin ascensor";"Exterior";"No";"Buen estado";"1990";"Calefacción individual: Gas natural";"Sí";"";"";"Sí";"";"";"En trámite";"INMOBILIARIA LÓPEZ &amp; MORENO vende estupenda vivienda exterior de 124m2, se distribuye en 3 dormitorios, salón-comedor, cocina completa con lavavajillas, 2 cuartos de baño completos con plato de ducha, uno de ellos en suite. | Calidades: ventanas de aluminio, paredes de gotelé, suelos de tarima y baldosa, calefacción de gas natural, armarios empotrados en pasillo y habitación, aire acondicionado, tendedero y 2 luminosas terrazas, una de ellas acristalada.  |  | Excelente ubicación a tan solo 10 min de las estaciones de metro Estrella (línea 9), además de paradas de autobuses (71), además de una estupenda conexión con las carreteras M-30 y M-23 la zona cuenta con colegios, una gran cantidad de parques infantiles y zonas verdes, centros de salud, comercios, lugares de ocio y supermercados. | ¡MEJOR VER!";"https://www.idealista.com/inmueble/109373630/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Marroquina";"285000";"45";"";"1";"1";"Bajo exterior con ascensor";"Exterior";"Sí";"Buen estado";"?";"Calefacción individual: Eléctrica";"Sí";"";"";"";"";"";"En trámite";"Vendemos en exclusiva este maravilloso piso con fecha de entrega en noviembre de 2025. Existen 5 unidades iguales por lo que puede ser una gran oportunidad de inversión. |   | Sus 52 metros cuadrados se distribuyen en un amplios dormitorio doble con armarios empotrados y aire acondicionado por conducto. Un luminoso salón - comedor con cocina americana completa con acabados de primera calidad. Un amplio baño completo con plato de ducha. | Otras características del inmueble son: |  | - Puerta acoraza. | - Ventanas PVC con doble con rotura de puente térmico. | - Suelo cerámico imitación madera. | - Calefacción eléctrica bomba frio/calor. |  | Moratalaz es uno de esos distritos madrileños que, aunque no es de los más conocidos, tiene mucho que ofrecer. Situado al este del centro de la ciudad, combina la tranquilidad de una zona residencial con la cercanía a los distritos del corazón de la ciudad.  |  | Sus múltiples zonas verdes y su ambiente acogedor y familiar lo convierten en un lugar ideal para aquellos que buscan un equilibrio entre la vida urbana y un entorno más relajado. Descubre cómo es vivir en Moratalaz.";"https://www.idealista.com/inmueble/109389406/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Avenida del Doctor García Tapia";"285000";"45";"40";"1";"1";"Bajo exterior sin ascensor";"Exterior";"No";"Buen estado";"?";"No dispone de calefacción";"Sí";"";"";"";"";"";"";"“SOLO QUEDAN 2 PISOS A LA VENTA”  |  | A ESTRENAR. Vivienda luminosa y con grandes ventanales diseñada para ofrecer confort, estilo y eficiencia. |  | Con 45 m² muy bien aprovechados, esta vivienda destaca por su distribución moderna y sus excelentes calidades: | Amplio dormitorio doble con armario empotrado y aire acondicionado por conductos. | Luminoso salón-comedor con cocina americana totalmente equipada, acabados de primera y diseño contemporáneo. | Baño completo con plato de ducha y materiales de alta gama. | Detalles que marcan la diferencia: | Puerta acorazada. | Ventanas de PVC con doble acristalamiento y y rotura de puente térmico. | Suelo cerámico imitación madera. | Climatización frío/calor por bomba eléctrica. |  | Precios de las viviendas: | BAJO A 305.000 DISPONIBLE | BAJO B 304.000 vendido | BAJO C 285.000 DISPONIBLE | BAJO D 285.000 vendido | BAJO E 285.000 vendido |  | Ubicación: | Situado en Moratalaz, una de las zonas más agradables de Madrid Este, este piso te permite disfrutar de la tranquilidad de un barrio residencial con la comodidad de estar muy cerca del centro, a solo 8 minutos en transporte público De Goya.  |  | Sus amplias zonas verdes, ambiente familiar y todos los servicios al alcance lo convierten en una elección ideal para quienes buscan calidad de vida sin renunciar a la ciudad. |  | Invierte hoy en un futuro hogar lleno de luz, diseño y comodidad. ¡Descubre todo lo que Moratalaz tiene para ofrecerte! |  | Impuestos obra nueva a parte |  | Contacta con Huspy para más información.";"https://www.idealista.com/inmueble/109592305/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Pavones";"238000";"63";"57";"3";"1";"Planta 4ª exterior sin ascensor";"Exterior";"No";"Buen estado";"1972";"Calefacción individual: Gas natural";"Sí";"";"";"Sí";"";"";"";"Vivienda en venta como inversión, actualmente arrendada a precios de mercado, en uno de los barrios con mayor demanda de alquiler de Madrid. |  | Contrato de alquiler en vigor hasta septiembre de 2026, con los mismos inquilinos desde hace varios años, al corriente de pago y responsables con la casa. Los gastos de calefacción y agua caliente (con caldera individual de gas natural), agua fría, electricidad e internet son por cuenta de los inquilinos.  |  | Inmueble al corriente de pago de los recibos de la comunidad de propietarios (de baja cuantía, 45 euros/mes), del impuesto municipal (260,13 euros del IBI de 2024) y de la tasa municipal de basuras (65,85 euros de 2025). |  | La vivienda -con muebles incluidos- cuenta con salón/comedor, tres habitaciones, cocina completamente equipada (fogones de gas, extractor de humos, nevera, lavadora y horno microondas) y baño con ducha. Las ventanas aislantes y las persianas se instalaron nuevas y el salón y el dormitorio principal disponen de aire acondicionado, con bomba de frío y calor. |  | Situada en la última planta del edificio, la casa es muy luminosa y con amplias vistas hacia el Este y Sur de la capital, rodeada de zonas verdes, en zona tranquila y segura (a pocos metros se ubica la mayor comisaría de la Policía Nacional en Madrid). |  | Zona muy bien comunicada, tanto en coche como en transporte público, pudiendo acceder en unos metros a la autovía A-3 (conocida como Carretera de Valencia) para llegar al centro de la capital en pocos minutos, o a las carreteras de circunvalación M-30 y M-40. Apenas cruzando una acera desde el edificio, se encuentran varias paradas de autobuses (líneas 20 a Sevilla/Sol, 63 al Retiro/Goya, 142 al centro comercial La Gavia, 144 al tren de Entrevías y el nocturno N9 a Cibeles) y, a unos minutos a pie, el intercambiador de transportes y la parada de metro de Pavones (línea 9). |  | Muy cerca de la casa se sitúan los campus de dos de las universidades de más prestigio de la región, la Universidad Politécnica de Madrid (Campus Sur), a la que se puede acceder en unos minutos en coche o bus, y la Universidad Rey Juan Carlos (Campus de Vicálvaro), a dos paradas de metro. Igualmente, en el barrio hay varios supermercados y tiendas y en la misma manzana colegio, biblioteca/salas de estudio, polideportivo, parques, la Junta Municipal del Distrito de Moratalaz (servicios municipales) y Comisaría de Policía.";"https://www.idealista.com/inmueble/109742410/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle del Arroyo de las Pilillas";"229999";"50";"48";"2";"1";"Planta 2ª exterior con ascensor";"Exterior";"Sí";"Buen estado";"1960";"Calefacción individual: Eléctrica";"Sí";"";"";"Sí";"";"";"";"¡EN VENTA! . Excelente oportunidad de inversión en Madrid. Piso en Moratalaz actualmente alquilado, con rentabilidad desde el primer día y contrato vigente hasta octubre de 2026.  |  | Este inmueble esta compuesto por 2 habitaciones, salón con terraza, 1 cocina amueblada, 1 baño completo, aire acondicionado y calefacción eléctrica, vivienda exterior a pocos minutos del metro VINATEROS (L9).  |  | Moratalaz es uno de los barrios residenciales madrileños ideal para vivir ya que tiene todas las ventajas de ser un barrio residencial con todos los servicios (aparcamiento libre, farmacias, centros médicos, colegios, institutos, supermercados, parques, gimnasios, tiendas, bares, restaurantes) y a la vez está al lado del parque del Retiro y del centro de Madrid (Atocha, Sol y Goya) a pocos minutos. Excelente comunicación con líneas de autobuses 8, 20, 30, 32, 71 y 113, metro más cercano vinateros Linea 9. Cercano a centro comercial, zonas verdes, colegios, gimnasios.  |  | Visite nuestra vivienda sin ningún compromiso. No dejes pasar esta oportunidad! Contáctenos para más información y concertar una visita. nuestro horario de atención es de 10:00 a 14:00 y de 17:00 a 20:00.  |   | De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.";"https://www.idealista.com/inmueble/109756738/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Avenida del Doctor García Tapia";"320000";"64";"48";"1";"1";"Planta 1ª exterior con ascensor";"Exterior";"Sí";"Buen estado";"2004";"Calefacción individual: Gas natural";"Sí";"Sí";"";"";"Sí";"Sí";"";"AM Independiente comercializa magnífico piso del año 2004 seminuevo de primeras calidades. Consta de un dormitorio, amplio, salón, comedor, cocina independiente, completamente amueblada y equipada, un baño completo y armarios empotrados. Aire acondicionado por conductos. Paredes en ladrillo, pintura lisa. Totalmente exterior. Finca con ascensor, piscina, parque infantil, PADEL y zonas comunes. Cercano a todo tipo de comercio y servicios. Estación de metro Alsacia Y Pavones. Muy buena conexión con M-40, M-30 y A3 y poblaciones próximas.";"https://www.idealista.com/inmueble/109920450/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Fontarrón";"299000";"97";"79";"4";"1";"Planta 5ª exterior sin ascensor";"Exterior";"No";"A reformar";"1970";"Calefacción individual: Gas natural";"";"";"Sí";"";"";"";"";"¡Gran Oportunidad en Moratalaz! Piso de 4 Habitaciones en Arroyo Fontarrón |  | Situado en una zona consolidada, tranquila y con excelente comunicación, rodeada de zonas verdes y todos los servicios (comercios, colegios, transporte público). |  | Se encuentra en un 5º sin ascensor (a la espera de la resolución de la subvención de la Comunidad de Madrid). |  | Características Principales: |  | - Superficie: 97 m² construidos / 79 m² útiles. |  | - 4 Habitaciones (perfectas para familias o para destinar una a teletrabajo/estudio). |  | - 1 Baño completo y 1 Aseo. |  | - Salón amplio con espacio para dos ambientes. |  | - Cocina de buen tamaño, con acceso a tendedero. |  | Extras: Cuenta con trastero incluido en el precio. |  | Calefacción: Individual de gas natural. |  | ¡Una inversión inteligente con muchas posibilidades! |  | Transporte y Servicios: |  | Paradas de autobús cercanas y metro (Línea 9 - Pavones / Artilleros) a pocos minutos andando. Fácil acceso a la M-30. |  | No pierdas la oportunidad de vivir en una de las zonas más demandadas de Moratalaz. ¡Llámanos para concertar una visita! |  | HONORARIOS NO INCLUIDOS.";"https://www.idealista.com/inmueble/109932819/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Avenida del Doctor García Tapia";"285000";"50";"45";"1";"1";"Bajo exterior con ascensor";"Exterior";"Sí";"Buen estado";"?";"Calefacción individual: Bomba de frío/calor";"Sí";"";"";"";"";"";"En trámite";"Se vende este piso a estrenar en una de las zonas más cotizadas del nuevo Madrid. El inmueble cuenta con las mejores calidades; suelos de parqué, aire acondicionado con bomba frio calor por conducto, ventanas con rotura de puente térmico, unas cocinas preciosas.. . |  | El espacio es muy luminoso y se divide de la siguiente manera: | - Un salón comedor. | - Una cocina completamente equipada. | - Un dormitorio espacioso con armarios empotrados. | - Un amplio baño completo con plato de ducha. |  | Moratalaz es un barrio apacible repleto de zonas verdes, con pinares, campos de fútbol y colinas con vistas a la ciudad en el parque de la Cuña Verde de O'Donnell y sus alrededores. El parque también cuenta con un auditorio al aire libre, donde se celebran conciertos en directo y ferias gastronómicas de temporada. Las extensas avenidas residenciales de la zona están llenas de pubs informales, bares de tapas y asadores, y los centros comerciales periféricos ofrecen locales de comida rápida y tiendas de marcas comerciales.";"https://www.idealista.com/inmueble/109947664/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"CL Arroyo Fontarron";"305000";"87";"80";"3";"2";"Planta 2ª exterior sin ascensor";"Exterior";"No";"A reformar";"1972";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"En trámite";"Precioso y amplio piso, con una actualización te enamoraras de esta preciosa propiedad.  | Ven a conocer. |  | ¿Quieres vivir en el barrio de Moratalaz y buscas comprar un buen inmueble, bien comunicado y con todos los servicios de una gran ciudad? es tu oportunidad. |  | La comodidad de esta vivienda se respira nada más abrir la puerta de entrada. | Si tuvieras una lista de cualidades para tu nuevo hogar, seguro que esta vivienda, reúne casi todas y además te va a ayudar muchísimo en mejorar tu calidad de vida, pues está situada de forma estratégica, para que no necesites el coche para nada. |  | Tienes 87m2 construidos, amplios y bien distribuidos. | Piso con tres dormitorios, gran salon con prceioso balcon, dos baños, amplia y luminosa cocina y una habitacion contigua a salon para el uso que necesties. Muy coqueto y organizado. |  | Toda la vivienda es totalmente exterior y llenos de luz. |  | La cocina esta completamente amueblada. Allí podrás cocinar ricas comidas y saborearlas. |  | El estado de conservación, es bueno, pero con una actualización y tu toque personal convertirlo en tu hogar. |  | Es una construcción antigua, pero comunidad muy cuidada y conservada. Dispone de una terraza comunitaria con zona para tender o disfrutar del atardecer. |  | Los techos son altos lo que da a la vivienda mucha amplitud. | El sistema de calefacción es gas natural. |  | ECHA UN VISTAZO RAPIDO.. . | - La construcción data del año 1872. | - Dependencias amplias. | - Amplia ventanas / luz natural | - 3 habitaciónes dormitorios | - 1 habitacion (elegir uso) | - Vivienda muy cómoda | - Cocina amplia | - 2 cuartos de baño | - Terraza comunitaria |  | Y si tu idea es invertir para alquiler, este piso esta en una zona ideal y muy demandada.  | El piso se sitúa en una zona que ofrece todos los servicios, como paradas de autobuses y acceso al metro a poca distancia, colegios, centro de salud. El barrio alberga una variedad de establecimientos locales, restaurantes y espacios verdes. | Honorario no incluidos. |  | Poco margen de negociacion | Llámame y te sigo contando...";"https://www.idealista.com/inmueble/110011174/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle de la Encomienda de Palacios";"250000";"62";"";"2";"1";"Planta 3ª exterior sin ascensor";"Exterior";"No";"Buen estado";"?";"No dispone de calefacción";"Sí";"";"";"";"";"";"En trámite";"¡Oportunidad única en la Calle Encomienda de Palacios piso de 62 m². Muy cerca del ayuntamiento de Moratalaz. Situado en la 3º planta, cuenta con un amplio salón, cocina, dos dormitorios bien distribuidos y un baño completo.  |  | la vivienda se encuentra para entrar a vivir. Recién reformada. Ventanas de climalit oscilobatiente. Suelo de gres porcelánico. |  | La ubicación es excepcional, con el Metro Pavones a pocos pasos y excelentes conexiones por autobús y acceso directo a la M-40, M-30, A3 y M-23. Disfruta de la cercanía a supermercados, bancos, colegios y más, en un distrito con abundantes zonas verdes. ¡No dejes pasar esta oportunidad de vivir cerca del centro de Madrid en un entorno lleno de comodidades! |  | Preguntar por condiciones de venta. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorrección. En el precio de venta expuesto no se hayan incluidos los gastos de formalización de la compraventa, tales como honorarios de notaria, honorarios de la inscripción registral, honorarios por la tramitación e inscripción registral de escrituras ni el ITP (Impuesto de Transmisiones Patrimoniales, siendo el tipo máximo en la Comunidad de Madrid del 6%). Del mismo modo, en el precio anunciado, no se incluyen los honorarios los honorarios de la agencia al comprador, que ascienden al 3%+IVA (tipo impositivo 21%) que se abonarán por el sobre el precio fijado en la promesa de compra suscrita por el mismo. Tampoco se encuentra incluidos en el precio anunciado de venta otros tributos y gastos que pudieran existir al suscribir una hipoteca, tales como gastos de tasación, comisión bancaria de apertura del préstamo, AJD (Impuesto por los Actos Jurídicos Documentados, gastos de segundas copias.";"https://www.idealista.com/inmueble/110094166/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle de la Tacona";"250000";"60";"";"2";"1";"Planta 1ª exterior con ascensor";"Exterior";"Sí";"Buen estado";"1970";"Calefacción individual: Eléctrica";"Sí";"";"";"Sí";"";"";"En trámite";"En VOhome propiedades Moratalaz somos especialistas en CAMBIO DE VIVIENDA. Encuéntranos en la Avenida de Moratalaz 92. Déjate asesorar por los mejores, Contáctanos al /. |  | Ofrecemos a nuestros clientes esta magnífica vivienda situada en uno de los barrios más residenciales de la capital. |  | Este inmueble cuenta con 2 amplios dormitorios (3 en origen), luminoso salón-comedor, 1 baño completo equipado con plato de ducha y una espaciosa cocina con tendedero. |  | La vivienda fue reformada pero requiere de una actualización por tiempo y uso de la misma, dispone de armario empotrado en uno de los dormitorios y ventanas de PVC en ambas habitaciones  |  | Está equipada con aire acondicionado y revestida de un elegante suelo de tarima |  | El inmueble se encuentra en una finca con ascensor, sin barreras arquitectónicas |  | Con respecto al entorno, el inmueble se encuentra en el barrio madrileño de Moratalaz, uno de los barrios más apacibles, el cual cuenta con numerosos parques y zonas verdes. | Próximos a la vivienda podemos encontrar multitud de servicios, tales como el supermercado Día, varias farmacias y clínicas dentales. |  | También podemos encontrar una interesante oferta educativa, estando próximos los colegios CEIP Fontarrón, CEIP Real Armada, Colegio Tajamar, Colegio Los Tilos, IES Juana de Castilla, IES Felipe II, CEIP Martínez Montañés y el colegio Centro Cultural Palomeras. |  | En cuanto a las conexiones, la vivienda se encuentra perfectamente comunicada, estando próxima a la vía de servicio que llega a la carretera M-30, una de las principales de la capital, a la carretera M. 40 y a la carretera A-3. También mediante transporte público, teniendo próximas las paradas de autobús de las líneas 20, 63 y N9, y el intercambiador de la estación de metro Pavones (L9). |  | *Las fotografías de las estancias que se encuentran completamente vacías han sido diseñadas mediante Inteligencia Artificial, ya que actualmente se encuentra amueblado. |  | *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera).";"https://www.idealista.com/inmueble/110183750/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle de la Encomienda de Palacios";"320000";"70";"";"2";"1";"Planta 2ª exterior sin ascensor";"Exterior";"No";"Buen estado";"1970";"Calefacción individual: Gas natural";"";"";"Sí";"";"";"";"";"&nbsp;Inmobiliaria Kronox comercializa en EXCLUSIVA piso exterior de 70 m² en una de las mejores zonas de Moratalaz. | &nbsp;Muy luminoso gracias a su orientación sur. | &nbsp;Distribución funcional:  | &nbsp;hall de entrada | &nbsp;amplio salón-comedor de 23 m² |  cocina independiente amueblada con despensa | &nbsp;2 dormitorios (antes 3, con posibilidad de recuperarlo)&nbsp; | &nbsp;1 baño completo | &nbsp;Calidades:  | &nbsp;Suelos de gres, ventanas aluminio Climalit, calefacción individual de Gas Natural, armarios empotrados y gran trastero. | &nbsp;Segunda planta sin ascensor (edificio 1970). | &nbsp;Excelente comunicación con A-3, M-30 y M-40. | &nbsp;A 13 minutos del metro Artilleros. | &nbsp;Zona tranquila con todos los servicios a su alcance ���. | &nbsp;Solicite su visita sin compromiso. | &nbsp;En el precio de venta no están incluidos los gastos de compra (IVA / notaría – gestoría / registro / intermediación inmobiliaria y/o financiera). |  | Confianza, experiencia y cercanía.";"https://www.idealista.com/inmueble/110261057/";"";"";"";"";"";""
"Madrid";"Moratalaz";"Piso";"Calle de la Encomienda de Palacios";"280000";"86";"71";"2";"1";"Planta 2ª exterior sin ascensor";"Exterior";"No";"Buen estado";"1970";"Calefacción individual: Gas natural";"Sí";"";"Sí";"";"";"";"";"¡Oportunidad única en Moratalaz! Piso luminoso en Fontarrón |  | Presentamos este estupendo piso en exclusiva ubicación en el Barrio de Fontarrón, Moratalaz, ideal para quienes buscan un hogar cómodo, luminoso y bien comunicado. Se trata de una 2ª planta sin ascensor, en una finca tranquila de solo 2 vecinos por planta, construida en 1970 y con buen estado de conservación. |  | Características principales: |  | * 86 m² construidos | 71 m² útiles | * Salón amplio y luminoso con aire acondicionado | * 2 dormitorios exteriores, 1 muy grande, antes 3, con aire acondicionado | * Cocina equipada | * 1 baño completo con ducha + 1 aseo | * Calefacción individual por gas natural | * Caldera instalada hace solo 2 años | * Cuadro eléctrico nuevo | * Fontanería actualizada en 2019 | * Suelos laminados, tarima en salón y habitaciones | * Todo exterior, con excelente entrada de luz natural |  | Entorno y servicios: | Este piso se ubica en una zona residencial consolidada, con ambiente familiar y tranquilo. Fácil aparcamiento. En sus alrededores encontrarás todo lo que necesitas para tu día a día: |  | * Colegios cercanos: Menéndez Pidal, Fontarrón, Pío Baroja e IES Rey Pastor. | * Supermercados: DIA, CONDIS, LIDL y AHORRAMAS. | * Ocio y deporte: Piscina de Pavones, Polideportivo de Moratalaz. | * Salud: Centro de Salud Pavones a solo 8 minutos caminando. | * Parques cercanos: Parque de la Cuña Verde de O’Donnell, Parque de Moratalaz y zonas verdes para pasear o hacer deporte. |  | Excelente comunicación: |  | * Metros: Pavones a 4 minutos a pie, Artilleros a 5 minutos y Alto Arenal a unos 10 minutos. | * Autobuses diurnos: 20, 32, 8, 140, 143, 331, 333, 334, 332, 63. | * Autobuses nocturnos: N8, N301. | * Paradas cercanas: Fuente Carrantona - Encomienda de Palacios (8 min), Valdebernando - Pavones (8 min), Centro de Salud Pavones (9 min). |  | ¿Lo mejor? | La combinación perfecta de comodidad, luz, tranquilidad y accesibilidad en uno de los barrios más consolidados y familiares de Madrid. Una oportunidad única para entrar a vivir sin preocuparte de grandes reformas. |  | Huspy no cobra comisión al comprador. | ¡Contáctanos hoy mismo para programar una visita!";"https://www.idealista.com/inmueble/110285566/";"";"";"";"";"";""
